股票代码	股票名称	研报标题	评级	机构	18年预测收益	19年预测收益	研报时间
002341	新纶科技	立足高端膜加工，功能材料新生代步入收获季	增持	平安证券	-	0.58	2月28日
300347	泰格医药	业绩如预期恢复，长期将受益于创新药CRO需求提升	买入	群益证券	0.61	0.82	2月28日
300133	华策影视	全网剧龙头地位稳固，业绩快报符合预期	买入	财通证券	0.36	0.44	2月28日
601633	长城汽车	长城宝马拟合资建厂，聚焦新能源	增持	华泰证券	0.55	0.82	2月26日
300081	恒信东方	拟收购安徽赛达剩余股权，加速业务的持续推进	买入	安信证券	0.21	0.53	2月26日
601633	长城汽车	牵手宝马，发力新能源领域	中性	财通证券	0.55	0.47	2月26日
600352	浙江龙盛	国内染料巨头，关注中间体业务	买入	财通证券	0.79	1.11	2月26日
002623	亚玛顿	不断延伸光伏产业链，进军电子消费玻璃领域	中性	新时代	0.13	0.42	2月26日
601939	建设银行	息差与不良双拐点，业绩向好的大行	增持	天风证券	0.96	1.06	2月27日
300450	先导智能	17年业绩符合预期，增长有望持续	买入	华泰证券	1.22	2.29	2月27日
300607	拓斯达	拓斯达复牌电话会议纪要	买入	太平洋	-	-	2月27日
603690	至纯科技	高纯工艺系统供应商，受益半导体行业发展	中性	长城国瑞证券	0.23	0.36	2月27日
000002	万科A	销售高增锚定业绩，“物流+商业”加速资源整合	买入	光大证券	2.54	3.26	2月27日
002482	广田集团	公司点评：公装强势叠加精装稳健，17年业绩取得稳健增长	买入	天风证券	0.41	0.53	2月28日
002396	星网锐捷	跟踪报告：业绩增速逐年创新高，低估值二线龙头持续发力	买入	国信证券	0.83	1.08	2月28日
002139	拓邦股份	智控龙头业绩持续高增长，工业互联网布局潜力巨大	买入	中银国际	0.33	0.5	2月28日
000503	海虹控股	2018.2.25调研纪要：迎接“新海虹”时代	买入	招商证券	0.01	0.19	3月1日
000821	京山轻机	京山轻机：控股慧大成，继续加码智能制造	增持	华创证券	0.35	0.59	3月1日
002531	天顺风能	业绩快报符合预期，新一轮成长即将开启	买入	华创证券	0.27	0.38	2月28日
300532	今天国际	业绩略超预计上限，新订单不断落地夯实未来高增长基调	买入	东吴证券	0.6	0.85	2月28日
002563	森马服饰	2017年业绩快报点评：持续推进变革 业绩有望迎来拐点	增持	东莞证券	0.42	0.51	2月28日
002601	龙蟒佰利	2017年业绩预告点评：年报业绩高增长，国际龙头亨斯曼宣布钛白粉提价行业景气度再提升	买入	国海证券	1.23	1.56	3月1日
002887	绿茵生态	业绩平稳增长，新签重大项目提速	增持	安信证券	2.85	3.24	3月1日
002268	卫士通	首单央企运维中标，拉开运维模式大幕	买入	东吴证券	0.2	0.29	3月1日
300138	晨光生物	生产技术+原材料种植，动业绩高增长！	买入	安信证券	0.39	0.53	2月28日
002317	众生药业	事件点评：净利润略有增长，期待新药持续推进	买入	国海证券	0.52	0.57	2月28日
300596	利安隆	利安隆17年业绩快报点评：受益产能释放及大客户销售增长，业绩增长超预期	增持	华创证券	0.73	0.98	3月1日
600486	扬农化工	国际对标巴斯夫公司2017年报点评：国际龙头巴斯夫（BASF）完成麦草畏扩产，行业高度景气	买入	国海证券	1.81	2.34	3月1日
600535	天士力	创新开启发展蓝图，普佑克引领大生物制药平台崛起	买入	天风证券	1.24	1.43	3月1日
300113	顺网科技	公司动态点评：Q4业绩增速回暖，网吧流量复苏提振广告收入	买入	长城证券	0.74	0.87	3月1日
600548	深高速	沿江高速货车优惠，利好车流增长	买入	华泰证券	0.69	0.82	3月1日
002042	华孚时尚	17业绩快报点评：色纺扩产+网链放量有序推进，Q4汇率急跌业绩略受影响	买入	东吴证券	0.67	0.89	3月1日
002126	银轮股份	业绩符合预期，换热龙头稳增长	买入	东北证券	0.41	0.53	3月1日
002507	涪陵榨菜	动态点评：收购完善品类布局，渠道协同打造新增长点	买入	国海证券	0.52	0.69	3月2日
603816	顾家家居	收购德国知名家居品牌，多品牌布局再下一城	买入	国金证券	1.97	2.75	3月2日
300673	佩蒂股份	新厂产能逐步释放，带动业绩高速增长！	买入	天风证券	1.27	1.66	3月2日
300003	乐普医疗	业绩符合预期，内生外延全面驱动	买入	财通证券	0.5	0.67	2月28日
002294	信立泰	业绩符合预期，泰嘉稳健，二线品种快速放量	买入	财通证券	1.39	1.61	2月28日
300003	乐普医疗	AI-ECG平台注册获受理，AI医用开始产业化	买入	财通证券	0.5	0.67	2月28日
300251	光线传媒	17年各项业务平稳健康， 18年电影项目储备丰富	买入	财通证券	0.28	0.34	2月28日
002128	露天煤业	业绩同比大增符合预期，拟收购集团资产	买入	安信证券	1.07	1.23	2月28日
002508	老板电器	业绩增速不及预期，调整后仍具有长期投资价值	增持	财富证券	1.53	1.84	2月28日
600566	济川药业	大股东减持计划实施完毕影响消除，未来业绩有望继续保持较快增长	买入	安信证券	1.55	1.98	2月28日
300572	安车检测	政策利好叠加新能车驱动，检测设备龙头实现高增长	买入	安信证券	1.18	1.91	2月28日
002304	洋河股份	淡季营收符合预期，2018开门红可期	买入	华创证券	4.38	5.5	2月28日
002555	三七互娱	2017年归母净利润16.6亿基本符合预期，18年大作储备丰富期待业绩稳定高增	买入	申万宏源	0.77	0.99	2月28日
002396	星网锐捷	业绩高增长+大股东增持，18年更值期待	增持	天风证券	0.83	1.09	2月28日
300253	卫宁健康	2017年业绩较快增长，业务实力不断提升	增持	东方证券	0.15	0.21	2月27日
300383	光环新网	公司业绩大幅增长 云计算业务发展可期	增持	财通证券	0.3	0.48	2月28日
002697	红旗连锁	业绩符合预期，经营效率稳步提升	增持	光大证券	0.12	0.13	2月28日
300558	贝达药业	2017年业绩快报点评：凯美纳将进入医保放量期，坚持看好	增持	川财证券	0.65	0.85	2月28日
002531	天顺风能	风塔龙头多点发力，业绩爆发势在必行	买入	西南证券	0.26	0.42	2月23日
000895	双汇发展	动态点评：猪价继续下行，屠宰有望放量	买入	国海证券	1.38	1.51	2月26日
002408	齐翔腾达	公司点评报告：产品量价齐升推动业绩大幅增长	增持	中原证券	0.48	0.6	2月26日
601600	中国铝业	事件点评：市场化债转股，改善资本结构，降低财务费用	增持	国海证券	0.09	0.14	2月26日
300098	高新兴	取得首张进网许可，NB-IoT模组树立先发优势	买入	招商证券	0.41	0.55	2月26日
002536	西泵股份	2017年业绩快报点评：业绩符合预期，公司转型升级成效显著	增持	渤海证券	0.72	1.05	2月26日
002677	浙江美大	集成灶行业爆发，公司作为龙头收益	增持	财富证券	0.47	0.66	2月26日
300559	佳发安泰	新高考产品获得市场突破前景光明	买入	华泰证券	1	1.5	2月27日
300258	精锻科技	产能逐步释放，保障业绩增长	买入	东方证券	0.62	0.79	2月27日
002009	天奇股份	在手订单充足，确认周期集中在今年	买入	东北证券	0.23	0.74	2月27日
300457	赢合科技	17年业绩增长77%，符合预期	增持	华泰证券	0.69	0.98	2月27日
300365	恒华科技	业绩大幅增长，电力互联网生态圈逐步落地	买入	安信证券	0.98	1.43	2月27日
002308	威创股份	双主业盈利同增，布局多元化幼教服务	增持	华创证券	0.21	0.36	2月28日
002448	中原内配	2017年业绩快报点评：业绩符合预期，加快打造模块化供货模式	增持	渤海证券	0.49	0.58	2月28日
002472	双环传动	业绩符合预期，自动变速箱业务持续爆发	买入	中银国际	0.36	0.51	2月28日
002138	顺络电子	公司短期业绩承压，各项新业务有望驱动未来发展	买入	光大证券	-	0.69	3月1日
002766	索菱股份	业绩高速增长，智能座舱为公司带来新机遇	买入	中银国际	0.38	0.6	3月1日
002293	罗莱生活	2017年业绩快报点评：业绩实现快速增长 持续推进战略转型	增持	东莞证券	0.58	0.7	2月28日
002422	科伦药业	输液板块稳定增长，石四药股权收益贡献利润，川宁二期产能释放，公司发展逐步趋稳	增持	东吴证券	0.52	0.65	2月28日
002285	世联行	业绩快报点评：业绩增长三成四 符合预期	买入	东莞证券	0.49	0.62	2月28日
600217	中再资环	经营者持股计划启动 激励龙头加速前行	增持	申万宏源	0.15	0.22	3月1日
002371	北方华创	半导体设备龙头，开创中国“芯”时代	买入	安信证券	0.27	0.53	3月1日
000525	红太阳	一季度业绩预告大幅增长，高于预期	买入	群益证券	1.21	1.58	3月1日
000100	TCL集团	“科技50”主题巡礼.家电之一	买入	招商证券	0.22	0.31	2月28日
300545	联得装备	深度报告：国内面板迎投资高峰，公司有望成为模组组装设备龙头	增持	华创证券	0.82	2.77	2月28日
002508	老板电器	动态点评：公司增速调档，长远增长逻辑不变	买入	东方财富证券	1.53	1.83	2月28日
002557	洽洽食品	收入端改善明显，业绩符合预期	增持	国联证券	0.62	0.67	3月1日
002456	欧菲科技	计提资产减值轻装上阵，光学龙头持续保持高速增长	买入	光大证券	0.38	0.86	3月1日
002531	天顺风能	受多重不利因素仍保持增长，看好今年业绩增速提升	买入	光大证券	0.27	0.43	3月1日
002185	华天科技	产能释放推动业绩高增长，行业景气本土配套促进发展	买入	光大证券	0.23	0.34	3月1日
300422	博世科	项目落地加快，净利润增136%	买入	光大证券	0.42	0.73	3月1日
002507	涪陵榨菜	17年业绩亮眼，“大乌江”战略下持续增长可期	买入	西南证券	0.52	0.68	2月28日
002601	龙蟒佰利	公司业绩实现高增长，行业景气度仍将持续系列报告之三十	买入	招商证券	1.23	1.27	2月28日
600623	华谊集团	大股东增持彰显信心，醋酸景气度持续提升	增持	西南证券	0.29	0.6	2月28日
002126	银轮股份	高筑墙、广积粮，稳步向上	增持	平安证券	0.41	0.53	2月28日
300124	汇川技术	工控业务持续高增长，轨交牵引系统不断突破	增持	华创证券	0.64	0.84	2月28日
002717	岭南股份	17Q4业绩超预期，18年”生态+泛游乐”持续发力助业绩高增长	买入	平安证券	1.16	1.84	2月28日
002126	银轮股份	2017年业绩符合预期 短中长期成长在路上	买入	天风证券	0.41	0.54	2月28日
002294	信立泰	动态点评：2017年业绩符合预期，以持续研发丰富产品储备引长期看好	买入	东方财富证券	1.39	1.61	2月28日
002025	航天电器	动态点评：业绩稳步增长，受益航天强国建设	增持	国海证券	0.72	0.8	2月28日
002008	大族激光	设备为本，纵横扩展开启新征程	买入	华泰证券	1.57	2.06	2月28日
300624	万兴科技	业绩快报略超预期，C端软件业务快速成长	增持	新时代	0.87	1.14	2月27日
002273	水晶光电	安卓3D Sensing元年来临，业绩高增长通道开启	买入	东吴证券	0.54	0.83	2月27日
002508	老板电器	电商渠道增速放缓，业绩低于市场预期	买入	申万宏源	1.53	1.91	2月27日
600352	浙江龙盛	分散染料和间苯二酚继续提价	买入	财通证券	0.79	1.11	2月28日
002126	银轮股份	业绩高增长符合预期，期待新能源热管理放量	买入	财通证券	0.41	0.52	2月28日
002345	潮宏基	业绩符合预期，持续推进时尚产业布局	买入	光大证券	0.32	0.36	2月28日
002251	步步高	业绩低于预期，政府补贴降幅较大	增持	光大证券	0.17	0.19	2月28日
002739	万达电影	Titan with a dilemma	中性	麦格理资本	1.43	1.62	2月22日
002677	浙江美大	浙江美大点评报告：抟扶摇而上者	买入	浙商证券	0.47	0.67	2月23日
002430	杭氧股份	杭氧股份业绩快报点评报告：业绩复合预期，设备+气体业务景气向上	买入	浙商证券	0.36	0.83	2月23日
300182	捷成股份	捷成股份跟踪点评：“红海行动“展示的是实力	增持	浙商证券	0.49	0.64	2月23日
002511	中顺洁柔	深度报告：顺势而为、全面革新，公司彰显真成长	买入	国海证券	0.46	0.61	2月26日
601633	长城汽车	与宝马签署合作备忘录，加速布局新能源汽车	增持	招商证券	0.56	0.84	2月26日
300253	卫宁健康	扣非净利润增速大幅提升，继续深化“双轮驱动”战略布局	买入	太平洋	0.15	0.21	2月26日
600491	龙元建设	显著受益PPP规范新时代之民营翘楚	买入	国盛证券	0.48	0.65	2月26日
300003	乐普医疗	17年业绩符合预期，成长动力强劲	买入	华泰证券	0.51	0.66	2月27日
002595	豪迈科技	收入稳健增长，汇兑损失及成本上升致盈利能力下降	买入	安信证券	0.83	0.96	2月27日
300607	拓斯达	受益机器人产销两旺，业绩加速增长符合预期	买入	安信证券	1.06	1.54	2月27日
002221	东华能源	17年业绩略低于预期，18年轻装上阵	买入	招商证券	0.66	1.04	2月27日
002384	东山精密	FPC与LED齐飞，迎发展良机	买入	安信证券	0.49	1.2	2月27日
002640	跨境通	17年业绩符合预期，Q4收入利润增长加速，低估值高成长的跨境出口电商优质龙头投资价值已现	买入	东吴证券	0.52	0.78	2月27日
300296	利亚德	各业务全面启动，公司业绩快速增长	买入	安信证券	0.74	1.02	2月27日
002821	凯莱英	汇兑压力下业绩超预期增长 ，产业链延伸打造未来CMO龙头	买入	中银国际	1.5	1.97	2月28日
300144	宋城演艺	线上线下齐发力，“新宋城”再出发	买入	安信证券	0.73	0.96	3月1日
600535	天士力	创新开启发展蓝图，普佑克引领大生物制药平台崛起	买入	天风证券	1.24	1.43	3月1日
002645	华宏科技	地条钢出清+电炉钢兴起，废钢设备龙头迎机遇	买入	安信证券	0.6	0.94	3月1日
600276	恒瑞医药	事件点评：地氟烷FDA首仿获批，高壁垒品种竞争格局极佳有望快速放量	增持	东兴证券	1.11	1.36	3月1日
002572	索菲亚	索菲亚业绩快报：Q4单季增速持续回落，关注战略调整成效	买入	东吴证券	0.98	1.3	2月28日
002573	清新环境	工程确认较慢费用高企，期待政策落地	买入	申万宏源	0.63	0.75	2月28日
300633	开立医疗	上市元年业绩高增长，彰显龙头地位	买入	天风证券	0.48	0.73	2月28日
603960	克来机电	汽车电子柔性制造领先者，步入增长快车道	买入	安信证券	0.47	0.72	3月1日
300003	乐普医疗	2017年业绩快报点评：器械板块保持稳定增长，药品板块延续高速放量	增持	上海证券	0.5	0.68	2月28日
601636	旗滨集团	环保趋严助力落后产能淘汰，浮法玻璃龙头持续高增长	增持	平安证券	0.41	0.55	2月28日
300009	安科生物	公司点评：业绩保持较快增长，水针申报生产取得一定进展	增持	中泰证券	0.39	0.52	2月28日
002402	和而泰	收购铖昌科技，微波射频芯片开启5G和军工IC龙头之路	买入	东北证券	0.21	0.31	3月1日
300408	三环集团	业绩符合预期，上升通道开启	增持	国联证券	0.64	0.88	3月1日
300595	欧普康视	角膜塑形镜量价提升驱动业绩高增长	增持	国联证券	1.22	1.67	3月1日
300741	华宝股份	冉冉升起的国内香精龙头	-	财通证券	-	2	3月1日
002035	华帝股份	业绩持续高涨，凸显强者本色	买入	招商证券	0.85	1.21	2月28日
300422	博世科	17年度业绩快报符合预期，在手订单充沛、可转债获批增强未来业绩确定性	买入	招商证券	0.43	0.85	2月28日
600282	南钢股份	受益供给侧改革，公司2017年业绩大增	买入	信达证券	0.74	0.84	2月28日
002643	万润股份	环保材料持续放量，驱动业绩稳步增长	买入	招商证券	0.42	0.56	2月28日
002001	新和成	4季度大幅增长，18年值得期待	买入	天风证券	1.35	4.4	2月28日
002371	北方华创	业绩快报符合预期，静候FY2018业绩快增	买入	天风证券	0.27	0.68	2月28日
002717	岭南股份	业绩增速略超预期，Q4增速提升明显	买入	招商证券	1.25	1.72	2月28日
002568	百润股份	事件点评：收入及业绩符合预期，看好2018年发展	增持	国海证券	0.26	0.39	2月28日
300098	高新兴	业绩符合预期，战略聚焦物联网业务	买入	中泰证券	0.38	0.51	2月28日
002773	康弘药业	公司净利增长30%，康柏西普放量可期	增持	申万宏源	0.96	1.19	2月28日
300426	唐德影视	2017年主业业绩高速增长，出色制作能力及体系助力持续推出精品剧集	买入	安信证券	0.58	1.2	2月28日
300129	泰胜风能	泰胜风能2017年度业绩快报点评：业绩快报符合预期，看好2018年将出现业绩拐点	增持	新时代	0.22	0.36	2月28日
002320	海峡股份	港航联动增厚17业绩，短期或受海南30年主题提振	买入	天风证券	0.44	0.57	2月27日
000681	视觉中国	拟收购摄影社区500px，视觉主业更进一步	买入	申万宏源	0.41	0.55	2月27日
002557	洽洽食品	收入加速改善，经营拐点明确	买入	申万宏源	0.63	0.76	2月27日
002511	中顺洁柔	夯实基础，等待浆价明朗	买入	安信证券	0.46	0.58	2月28日
002648	卫星石化	卫星石化：业绩符合预期，乙烷裂解等值得期待	买入	中银国际	0.92	1.16	2月28日
002419	天虹股份	业绩略超预期，厚积薄发成效初现	买入	光大证券	0.9	1.08	2月28日
002594	比亚迪	17年业绩符合预期，未来新能源车和云轨将助力公司走出低谷	买入	群益证券	1.487	2.46	2月28日
600901	江苏租赁	新股分析报告：伴行业东风，享成长红利	-	招商证券	-	0.42	2月22日
002013	中航机电	营业利润大幅增长，所得税费影响短期业绩！	买入	招商证券	0.23	0.32	2月22日
002292	奥飞娱乐	The power of IP	增持	麦格理资本	0.06	0.35	2月22日
600708	光明地产	业绩承诺料将完成 “物流+地产”双轮协同拓展空间	买入	光大证券	1.13	1.08	2月22日
300251	光线传媒	行业格局持续向好，夯实电影大集团地位	增持	川财证券	0.26	0.33	2月23日
000069	华侨城A	践行快周转 文旅地产领军者迎二次重估	增持	川财证券	1.03	1.41	2月23日
600887	伊利股份	春节动销良好，渠道优势尽显	买入	华创证券	1.04	1.35	2月23日
002536	西泵股份	净利润增速124%，量价齐升逻辑持续验证	买入	申万宏源	0.72	0.94	2月23日
600167	联美控股	清洁供暖龙头，异地扩张加速	买入	华泰证券	1.04	1.28	2月14日
300347	泰格医药	2017年业绩快报点评：2017业绩高增长，长期坚定看好	增持	川财证券	0.61	0.8	2月26日
000830	鲁西化工	动态点评：二期己内酰胺项目投产，盈利能力再增	买入	国海证券	1.32	2.28	2月25日
300003	乐普医疗	事件点评：心电图AI自动分析获FDA受理，领导心电诊断革命	买入	国海证券	0.52	0.68	2月26日
002032	苏泊尔	收入增速改善显著，实际净利润同比预计19%	买入	天风证券	1.59	1.94	2月26日
300003	乐普医疗	AI加码心电图诊断，乐普平台价值凸显	买入	天风证券	0.51	0.69	2月26日
603660	苏州科达	业务开拓成效渐显，全年业绩符合预期	买入	申万宏源	1.05	1.59	2月27日
002640	跨境通	全年业绩符合预期，盈利能力提升显著，维持买入	买入	申万宏源	0.5	0.75	2月27日
300642	透景生命	中小盘公司信息更新：上市之后补齐短板，业绩继续加速增长	买入	新时代	2.09	2.87	2月27日
002626	金达威	维生素提价+辅酶Q10放量推动业绩高增长	买入	西南证券	0.78	1.61	2月27日
600168	武汉控股	污水处理业务持续扩容	增持	上海证券	-	0.51	2月27日
002468	申通快递	稳健增长，多元可期	增持	华泰证券	1.05	1.33	2月28日
002555	三七互娱	17年业绩快速增长，手游业务大幅发展	买入	山西证券	-	0.95	2月28日
002230	科大讯飞	收入超预期，平台+赛道表现亮眼	增持	光大证券	0.31	0.67	2月28日
002410	广联达	造价施工业务齐头并进，业绩略超预期	买入	太平洋	0.42	0.52	3月1日
002906	华阳集团	点评报告：购置税变动减少购车需求，智能驾驶产品增厚公司业绩	买入	广证恒生	0.59	0.67	3月1日
002709	天赐材料	17年消化周期，18年回归成长	买入	华创证券	0.9	2.58	2月28日
002597	金禾实业	业绩符合预期，基础化工品价格普涨，精细化工品量价齐升，带动全年业绩高速增长	买入	申万宏源	-	2.22	2月28日
002503	搜于特	2017年业绩快报点评：全年业绩保持较快增长 持续推进转型	增持	东莞证券	0.2	0.27	2月28日
002614	奥佳华	业绩符合预期，按摩椅快速放量	买入	西南证券	0.6	0.85	2月28日
002366	台海核电	业绩大增符合预期，海上核电成为未来增长新亮点	买入	安信证券	1.17	1.4	3月1日
000799	酒鬼酒	事件点评：集团优质资源持续聚焦，酒鬼酒静待薄发	买入	东兴证券	0.54	0.91	3月1日
002419	天虹股份	老店改善次新店逐渐发力，营收和利润实现双增长	增持	信达证券	0.9	0.99	3月1日
002035	华帝股份	华帝股份点评报告：收获的季节	买入	浙商证券	0.87	1.25	2月28日
300059	东方财富	净利润跌势收窄，经纪业务市占率稳步提升	买入	安信证券	0.15	0.28	2月28日
601888	中国国旅	拟收购日上上海51%股权，免税巨头起航	买入	群益证券	1.29	1.72	3月1日
002450	康得新	1Q18净利润增长30%-45%	买入	群益证券	0.71	0.97	3月1日
002001	新和成	新和成业绩快报点评报告：业绩符合预期，维生素持续景气	增持	浙商证券	1.31	3.95	3月1日
300467	迅游科技	迅游科技业绩快报点评：业绩接近预告上限，2018年预计将持续增长	买入	安信证券	0.46	1.53	3月1日
002517	恺英网络	业绩高增长逐步兑现，游戏品类不断扩充	买入	中泰证券	1.13	1.41	2月28日
600056	中国医药	并购齐齐哈尔市中瑞医药分支扩张再下一城，看好公司推广和精细化招商体系战略布局	买入	安信证券	1.15	1.56	2月28日
601111	中国国航	运力增投稳健，公商务干线提价潜力更强	买入	天风证券	0.71	1.01	2月28日
002048	宁波华翔	业绩总体符合预期，国内增长稳健低位布局可期	增持	中泰证券	1.29	1.65	2月28日
300398	飞凯材料	光纤涂料销量增长，外延增厚业绩	增持	华泰证券	0.2	0.72	2月28日
002024	苏宁易购	营收保持高增长，智慧零售正践行	增持	华泰证券	0.45	0.23	2月28日
300166	东方国信	业绩符合预期，工业板块有望加速推进	买入	东吴证券	0.41	0.55	2月28日
002496	辉丰股份	业绩符合预期，关注草铵膦项目进展	增持	华泰证券	0.28	0.33	2月28日
002773	康弘药业	康弘药业：非生物药营销改革拖累收入增速，净利润增长符合预期	买入	中银国际	0.96	1.14	2月28日
002555	三七互娱	手游表现亮眼，全年业绩增55%	买入	群益证券	0.771	0.996	2月28日
002126	银轮股份	业绩符合预期，乘商并举助力持续增长	买入	中银国际	0.41	0.53	2月28日
601888	中国国旅	收购日上上海51%，免税基本大一统	增持	华创证券	1.29	1.62	2月27日
300457	赢合科技	业绩快报整体符合预期，携手AIK战略布局半导体设备领域	买入	天风证券	0.71	1.05	2月27日
002352	顺丰控股	利润率回升壁垒显著，机场获批静待翱翔	增持	天风证券	1.09	1.05	2月27日
300349	金卡智能	物联网表龙头：业绩大增3倍，受益工业互联网	买入	中泰证券	1.516	1.899	2月27日
002185	华天科技	4Q17业绩略低于预期，但估值仍然较低	买入	群益证券	0.23	0.34	2月28日
002341	新纶科技	净利同比增长超2倍，高送转回馈股东	买入	光大证券	0.83	0.83	2月28日
000681	视觉中国	重大事件快评：收购500PX深化图片资源优势，“社区+内容+交易”商业模式前景可期	买入	国信证券	0.41	0.54	2月28日
601799	星宇股份	员工持股绑定核心高管与技术人员，助力产品升级，进口替代加速进行中	买入	申万宏源	1.67	2.21	2月13日
001979	招商蛇口	一月销售规模创同期新高，投资力度较强	买入	东吴证券	1.55	1.85	2月22日
300204	舒泰神	2017年年报点评：舒泰清增速接近40%，创新单抗获批临床，外延有望继续加速	增持	东兴证券	-	0.59	2月22日
603456	九洲药业	2017年度报告点评：业绩高增速顺利完成股权激励考核，期待CDMO板块持续发力	增持	东兴证券	0.45	0.63	2月22日
002313	日海通讯	重大事件快评：做运营商IOT业务的服务商，确定性受益	买入	国信证券	0.37	0.58	2月23日
603078	江化微	原材料持续上涨，产品价格下跌，2017年报业绩低于预期，镇江、成都项目确保未来高成长	增持	申万宏源	1.15	2	2月14日
601607	上海医药	收购康德乐完成，分销版图再度扩张	买入	中航证券	1.25	1.42	2月14日
300248	新开普	公司点评报告：业绩符合预期，对外投资目标明确	增持	中原证券	0.38	0.51	2月14日
002440	闰土股份	全产业链一体化的国内染料龙头	买入	财通证券	1.19	1.67	2月25日
002251	步步高	腾讯系入股，有利于构筑数字化运营体系	增持	光大证券	0.2	0.21	2月25日
600486	扬农化工	前瞻布局，农药龙头迈入成长新阶段	增持	华泰证券	2	2.64	2月25日
600588	用友网络	工业互联网与智能制造IT系列报告之二：乘企业上云东风，工业互联网打开成长新空间、再造龙头	增持	新时代	0.25	0.41	2月26日
002251	步步高	聚焦实体，京腾赋能，步步高二次腾飞	增持	国信证券	0.21	0.29	2月26日
002876	三利谱	重大事件快评：国产化替代趋势不变，长期看好偏光片龙头	买入	国信证券	1.02	1.67	2月26日
000977	浪潮信息	公司深度研究：互联网巨头和传统行业需求驱动业务增长，智能制造带来新变革	买入	新时代	0.34	0.47	2月27日
002534	杭锅股份	事件点评：业绩符合预期，2018年有望持续增长	买入	国海证券	0.56	0.72	2月27日
300607	拓斯达	事件点评：2017年业绩符合预期，未来持续高增长可期	买入	国海证券	1.06	1.47	2月27日
300498	温氏股份	业绩快报点评：养殖稳步推进，业绩符合预期！	买入	天风证券	1.3	1.95	2月27日
300178	腾邦国际	快报收入增长超预期，业绩符合预期	买入	安信证券	0.51	0.68	2月28日
603833	欧派家居	小非股东承诺不减持，彰显股东对公司发展信心	买入	太平洋	3.03	4.14	2月28日
300377	赢时胜	产品升级与行业拓展推动业绩高速增长	买入	东吴证券	0.28	0.41	3月1日
300097	智云股份	业绩略低于预期，看好公司未来发展	买入	太平洋	0.6	0.94	3月1日
603686	龙马环卫	事件点评：中标安徽芜湖无为县项目，环卫服务版图继续扩大	买入	东兴证券	0.88	1.18	3月1日
300144	宋城演艺	2017年业绩快报点评：归母净利增长18% 业绩符合预期	增持	东莞证券	0.73	0.85	2月28日
002573	清新环境	延期项目将在今年确认，18Q1业绩预增15%-35%	买入	群益证券	0.63	0.89	2月28日
002174	游族网络	业绩增长符合预期，中长期增长值得期待	买入	财富证券	0.91	1.23	3月1日
002078	太阳纸业	受益纸价上涨及产能释放，净利增速89%	买入	财富证券	0.77	0.89	3月1日
300418	昆仑万维	昆仑万维业绩快报点评：业绩基本符合预期，关注Opera 2018年的变现能力	买入	安信证券	0.88	1.25	3月1日
300316	晶盛机电	业绩大幅增长符合预期，多点开花打造晶体生长龙	买入	安信证券	0.39	0.62	2月28日
300296	利亚德	"业绩快报点评报告：内生业务全面开花,版块协同效应彰显力量"	买入	浙商证券	0.74	1.07	2月28日
300059	东方财富	流量变现成果显著，证券业务高速成长	增持	东北证券	0.15	0.25	2月28日
300133	华策影视	2017年净利增32%，头部内容规模化优势明显	买入	群益证券	0.357	0.46	3月1日
002202	金风科技	业绩微增，驶过低点迎复苏	买入	平安证券	0.86	1.12	2月28日
002304	洋河股份	消费税提升拖累全年利润增速，静待Q1开门红	买入	东方证券	4.38	5.45	2月28日
002920	德赛西威	业绩符合预期，增速回落不改长期稳健发展趋势	增持	华创证券	1.12	1.32	2月28日
002043	兔宝宝	营收实现强力增长，消费升级带动全面上升	买入	中银国际	0.44	0.58	2月28日
300047	天源迪科	业绩持续高增长，云版图开疆扩土	买入	招商证券	0.42	0.56	2月28日
002572	索菲亚	等待时间的验证	买入	安信证券	0.98	1.35	2月28日
300699	光威复材	光威复材业绩预告点评：军品收入平稳增长，民品碳梁业务快速增长	-	中银国际	-	-	2月27日
300316	晶盛机电	晶盛机电业绩快报点评：光伏业务高增长确定，期待半导体业务打开成长新空间	买入	华创证券	0.38	0.78	2月27日
603816	顾家家居	出资1.98亿间接入股居然之家，参与布局互联网新零售家居	增持	申万宏源	1.89	2.43	2月27日
300383	光环新网	2017年度业绩快报点评：业绩符合预期，云计算高速增长	增持	华创证券	0.29	0.48	2月27日
000830	鲁西化工	己内酰胺顺利投产，业绩持续释放，继续坚定推荐	买入	申万宏源	1.25	2.27	2月28日
002191	劲嘉股份	公司回购股份彰显未来发展信心，大包装和大健康业务持续推进	买入	申万宏源	0.39	0.5	2月13日
300098	高新兴	亿元纳雍县项目中标落地，彰显持续订单实力	买入	招商证券	0.41	0.55	2月13日
000488	晨鸣纸业	晨鸣纸业A、B、H股合理空间分别还有多少？	买入	天风证券	1.94	2.6	2月13日
600872	中炬高新	卓越推：中炬高新	买入	信达证券	0.59	0.85	2月13日
300418	昆仑万维	重大事件快评：收购OperaAS部分股权，内容分发平台战略更进一步	买入	国信证券	1.03	0.93	2月22日
600373	中文传媒	智明星通业绩考核激励方案落地，持续推动国内精品手游出海	增持	申万宏源	1.09	1.23	2月22日
300323	华灿光电	百亿投资剑指先进技术	买入	东方证券	0.61	0.96	2月22日
600050	中国联通	用户发展获得开门红，4G渗透率持续提升	买入	东吴证券	0.06	0.12	2月23日
